observed_at,ticker,close_time,minutes_remaining,strike,btc,yes_bid,yes_bid_size,yes_ask,yes_ask_size,yes_depth_5c,no_depth_5c,yes_depth_10c,no_depth_10c,yes_total,no_total,imbalance_touch,imbalance_5c,weighted_mid,mid,spread,n_yes_levels,n_no_levels,volume,open_interest,outcome
2026-09-01T00:00:26.937258+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,14.55,78553.33,78547.47,0.47,2307.97,0.48,6626.42,11103.529999999999,13214.25,19071.73,18591.89,56122.51,52278.43,-0.4833514095534223,-0.08679739680184627,0.47258324295223286,0.475,0.010000000000000009,30,30,4276.69,2525.20,
2026-09-01T00:00:47.217490+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,14.21,78553.33,78548.54,0.47,2736.24,0.48,2362.32,14293.21,10627.03,20338.42,15916.210000000001,54420.32,46323.52,0.07333835435887773,0.14711656067517803,0.4753666917717944,0.475,0.010000000000000009,30,30,56973.81,31931.53,
2026-09-01T00:01:07.418055+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,13.88,78553.33,78544.1,0.48,1596.98,0.49,7773.65,10828.07,17479.73,17353.08,23131.739999999998,47124.88,52659.33,-0.659152052743519,-0.23497622563392423,0.4817042397362824,0.485,0.010000000000000009,30,30,56973.81,31931.53,
2026-09-01T00:01:27.647237+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,13.54,78553.33,78556.05,0.5,5358.4,0.51,4102.02,12916.71,13195.52,21879.68,21876.46,51359.63,52020.12,0.13280382900547746,-0.010677372250474253,0.5056640191450273,0.505,0.010000000000000009,30,30,134477.63,62138.08,
2026-09-01T00:01:47.860425+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,13.2,78553.33,78552.54,0.52,4262.15,0.53,1601.05,11154.15,11858.3,19265.4,18669.1,49653.19,49282.520000000004,0.4538647837358438,-0.030598654206744597,0.5272693239186792,0.525,0.010000000000000009,30,30,134477.63,62138.08,
2026-09-01T00:02:08.087142+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,12.87,78553.33,78564.42,0.54,3498.09,0.55,4899.63,10919.36,14848.81,21647.34,21115.06,50936.01,52411.67,-0.1668953001528986,-0.15249239662731187,0.5441655234992354,0.545,0.010000000000000009,30,30,216370.66,105457.17,
2026-09-01T00:02:28.349437+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,12.53,78553.33,78567.57,0.59,3863.86,0.6,5588.98,10692.49,12886.49,21058.91,20225.48,46224.94,68385.56,-0.1824975351322988,-0.09304897836971744,0.5940875123243384,0.595,0.010000000000000009,30,30,216370.66,105457.17,
2026-09-01T00:02:48.635677+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,12.19,78553.33,78566.03,0.58,2473.4,0.5900000000000001,4510.62,11182.75,14090.01,17849.37,21332.25,42407.19,61105.87,-0.29169733190912966,-0.11503531865929957,0.5835415133404543,0.585,0.01000000000000012,30,30,290998.67,134680.23,
2026-09-01T00:03:08.884480+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,11.85,78553.33,78594.98,0.69,4014.8,0.7,4414.96,9629.2,13585.38,15741.85,24586.809999999998,40436.53,72619.32,-0.047469916106745606,-0.17041790116383748,0.6947626504194662,0.695,0.010000000000000009,30,30,360547.10,156337.05,
2026-09-01T00:03:29.074631+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,11.52,78553.33,78609.37,0.74,4184.62,0.75,2991.77,11212.74,15075.24,17581.15,27534.73,41507.1,67875.14,0.16621866983260386,-0.1469302700321592,0.745831093349163,0.745,0.010000000000000009,30,30,360547.10,156337.05,
2026-09-01T00:03:49.307118+00:00,KXBTC15M-26AUG312015-15,2026-09-01T00:15:00Z,11.18,78553.33,78598.2,0.73,1156.31,0.74,5107.07,7915.98,12101.08,14223.59,25055.05,37509.04,68461.95,-0.6307712449188777,-0.20907665761105781,0.7318461437754057,0.735,0.010000000000000009,30,30,437581.68,187279.15,
